date,state,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease
10/1/2020,WY,3,2,0,135
9/30/2020,AK,0,0,6045,106
9/30/2020,AL,23,75,11312,1147
9/30/2020,AR,19,0,21205,942
9/30/2020,AS,0,0,0,0
9/30/2020,AZ,18,72,3735,323
9/30/2020,CA,152,0,88457,3200
9/30/2020,CO,7,28,6743,535
9/30/2020,CT,3,0,12180,221
9/30/2020,DC,1,0,1438,26
9/30/2020,DE,1,0,992,82
9/30/2020,FL,175,253,9120,1948
9/30/2020,GA,27,183,21126,1720
9/30/2020,GU,2,0,342,45
9/30/2020,HI,0,13,0,87
9/30/2020,IA,16,0,5359,1120
9/30/2020,ID,4,15,1388,511
9/30/2020,IL,35,0,56273,2273
9/30/2020,IN,20,56,7542,953
9/30/2020,KS,41,65,6421,1120
9/30/2020,KY,4,29,12384,984
9/30/2020,LA,21,0,10237,610
9/30/2020,MA,33,19,13894,532
9/30/2020,MD,3,70,7283,414
9/30/2020,ME,0,2,6992,54
9/30/2020,MI,11,0,28584,1194
9/30/2020,MN,17,68,7436,687
9/30/2020,MO,32,0,0,1351
9/30/2020,MP,0,0,336,0
9/30/2020,MS,12,0,0,552
9/30/2020,MT,3,8,2885,347
9/30/2020,NC,38,0,13790,1495
9/30/2020,ND,6,11,1199,445
9/30/2020,NE,6,14,2615,466
9/30/2020,NH,0,0,3476,33
9/30/2020,NJ,9,60,45560,712
9/30/2020,NM,2,12,5309,172
9/30/2020,NV,7,0,1991,385
9/30/2020,NY,9,0,96960,1000
9/30/2020,OH,21,103,23478,1080
9/30/2020,OK,13,83,10645,980
9/30/2020,OR,4,40,6272,218
9/30/2020,PA,19,0,12366,1153
9/30/2020,PR,7,0,0,288
9/30/2020,RI,1,8,2511,192
9/30/2020,SC,19,55,8376,308
9/30/2020,SD,0,38,1231,392
9/30/2020,TN,34,61,22347,1528
9/30/2020,TX,107,0,30648,5683
9/30/2020,UT,2,40,7200,906
9/30/2020,VA,21,7,9825,755
9/30/2020,VI,0,0,188,0
9/30/2020,VT,0,0,-23,3
9/30/2020,WA,24,6,5532,404
9/30/2020,WI,27,91,9473,2459
9/30/2020,WV,5,0,3099,156
9/30/2020,WY,0,5,490,127
9/29/2020,AK,0,0,6140,125
9/29/2020,AL,16,91,2872,571
9/29/2020,AR,21,106,9725,706
9/29/2020,AS,0,0,0,0
9/29/2020,AZ,9,28,4164,674
9/29/2020,CA,32,0,126531,2162
9/29/2020,CO,5,7,6082,411
9/29/2020,CT,2,0,10204,182
9/29/2020,DC,2,0,3312,36
9/29/2020,DE,1,0,1531,142
9/29/2020,FL,106,252,25178,3266
9/29/2020,GA,33,142,11310,1025
9/29/2020,GU,1,0,463,53
9/29/2020,HI,0,3,2765,87
9/29/2020,IA,8,0,2598,474
9/29/2020,ID,0,18,1266,422
9/29/2020,IL,23,0,44262,1362
9/29/2020,IN,21,104,4317,744
9/29/2020,KS,0,0,0,0
9/29/2020,KY,8,42,69133,917
9/29/2020,LA,10,0,17606,533
9/29/2020,MA,8,19,13674,512
9/29/2020,MD,8,32,6780,431
9/29/2020,ME,1,1,4621,37
9/29/2020,MI,21,0,22976,1118
9/29/2020,MN,5,87,7904,809
9/29/2020,MO,22,0,0,76
9/29/2020,MP,0,0,0,0
9/29/2020,MS,36,0,0,589
9/29/2020,MT,3,11,2419,311
9/29/2020,NC,49,0,14164,889
9/29/2020,ND,8,20,693,418
9/29/2020,NE,2,21,3681,515
9/29/2020,NH,0,1,812,25
9/29/2020,NJ,10,41,0,456
9/29/2020,NM,3,20,4035,141
9/29/2020,NV,8,0,2643,404
9/29/2020,NY,2,0,87042,1189
9/29/2020,OH,37,106,34096,1105
9/29/2020,OK,11,93,30709,1025
9/29/2020,OR,8,20,4057,297
9/29/2020,PA,16,0,11270,988
9/29/2020,PR,6,0,0,1045
9/29/2020,RI,3,49,2082,132
9/29/2020,SC,22,40,25307,1179
9/29/2020,SD,5,23,543,259
9/29/2020,TN,31,53,12260,879
9/29/2020,TX,71,0,25530,3541
9/29/2020,UT,4,50,3709,694
9/29/2020,VA,15,161,11525,923
9/29/2020,VI,1,0,212,1
9/29/2020,VT,0,0,818,4
9/29/2020,WA,0,22,10888,369
9/29/2020,WI,17,67,8397,2447
9/29/2020,WV,8,0,4863,180
9/29/2020,WY,0,3,360,67
9/28/2020,AK,0,0,1688,118
9/28/2020,AL,0,239,4606,662
9/28/2020,AR,21,13,56285,807
9/28/2020,AS,0,0,0,0
9/28/2020,AZ,0,4,5134,273
9/28/2020,CA,21,0,148399,2955
9/28/2020,CO,0,3,9970,569
9/28/2020,CT,2,0,51495,560
9/28/2020,DC,0,0,1875,14
9/28/2020,DE,1,0,1662,129
9/28/2020,FL,5,73,7493,738
9/28/2020,GA,15,18,11633,596
9/28/2020,GU,3,0,456,36
9/28/2020,HI,1,14,1807,98
9/28/2020,IA,6,0,327,366
9/28/2020,ID,0,3,1868,205
9/28/2020,IL,13,0,39433,1709
9/28/2020,IN,11,58,6562,872
9/28/2020,KS,5,36,9102,2037
9/28/2020,KY,5,15,17692,448
9/28/2020,LA,15,0,6229,240
9/28/2020,MA,11,3,12682,430
9/28/2020,MD,3,30,8259,477
9/28/2020,ME,0,1,2188,12
9/28/2020,MI,7,0,49604,1329
9/28/2020,MN,7,53,12449,904
9/28/2020,MO,1,0,3572,1280
9/28/2020,MP,0,0,0,0
9/28/2020,MS,2,237,4807,190
9/28/2020,MT,1,11,6583,306
9/28/2020,NC,4,0,24937,868
9/28/2020,ND,21,13,860,259
9/28/2020,NE,1,1,2765,467
9/28/2020,NH,0,1,1845,36
9/28/2020,NJ,-2,11,52479,559
9/28/2020,NM,0,8,5240,152
9/28/2020,NV,0,0,3254,463
9/28/2020,NY,12,0,52102,834
9/28/2020,OH,5,91,33996,993
9/28/2020,OK,3,21,0,1684
9/28/2020,OR,0,42,3365,174
9/28/2020,PA,1,0,10421,676
9/28/2020,PR,4,0,0,1118
9/28/2020,RI,0,0,538,26
9/28/2020,SC,11,22,20822,568
9/28/2020,SD,0,15,643,197
9/28/2020,TN,12,42,14069,737
9/28/2020,TX,11,0,150237,4611
9/28/2020,UT,0,28,5385,827
9/28/2020,VA,13,62,23629,449
9/28/2020,VI,0,0,0,0
9/28/2020,VT,0,0,932,3
9/28/2020,WA,0,24,16144,439
9/28/2020,WI,2,47,6159,1739
9/28/2020,WV,3,0,3383,164
9/28/2020,WY,0,2,1956,121
9/27/2020,AK,4,0,0,116
9/27/2020,AL,0,0,5637,730
9/27/2020,AR,23,33,6257,487
9/27/2020,AS,0,0,0,0
9/27/2020,AZ,1,10,8757,411
9/27/2020,CA,55,0,146697,4071
9/27/2020,CO,0,41,9526,584
9/27/2020,CT,0,0,0,0
9/27/2020,DC,0,0,3145,35
9/27/2020,DE,0,0,1521,104
9/27/2020,FL,12,66,16552,1882
9/27/2020,GA,32,26,13102,812
9/27/2020,GU,0,0,0,0
9/27/2020,HI,4,15,1563,127
9/27/2020,IA,3,0,3033,692
9/27/2020,ID,2,16,2065,539
9/27/2020,IL,13,0,49218,1604
9/27/2020,IN,3,75,7569,901
9/27/2020,KS,0,0,0,0
9/27/2020,KY,3,0,0,455
9/27/2020,LA,21,0,26161,923
9/27/2020,MA,13,8,17471,592
9/27/2020,MD,10,16,9632,431
9/27/2020,ME,0,2,14749,28
9/27/2020,MI,0,0,0,0
9/27/2020,MN,4,50,14755,1075
9/27/2020,MO,0,0,7545,1392
9/27/2020,MP,0,0,0,1
9/27/2020,MS,8,0,0,182
9/27/2020,MT,2,3,822,200
9/27/2020,NC,1,0,29635,1290
9/27/2020,ND,0,6,1045,344
9/27/2020,NE,1,3,4050,434
9/27/2020,NH,0,2,2057,51
9/27/2020,NJ,6,3,0,698
9/27/2020,NM,5,15,6243,205
9/27/2020,NV,3,0,2905,373
9/27/2020,NY,6,0,83904,866
9/27/2020,OH,1,31,36400,800
9/27/2020,OK,0,0,0,0
9/27/2020,OR,1,0,2580,239
9/27/2020,PA,3,0,14778,918
9/27/2020,PR,2,0,0,891
9/27/2020,RI,0,0,1858,114
9/27/2020,SC,3,15,9127,614
9/27/2020,SD,0,39,962,408
9/27/2020,TN,3,49,40553,2104
9/27/2020,TX,37,0,20400,1694
9/27/2020,UT,5,27,5102,1068
9/27/2020,VA,15,132,9224,736
9/27/2020,VI,0,0,167,21
9/27/2020,VT,0,0,711,3
9/27/2020,WA,0,19,18998,604
9/27/2020,WI,0,54,5806,2247
9/27/2020,WV,2,0,7242,190
9/27/2020,WY,0,4,0,168
9/26/2020,AK,1,0,1424,113
9/26/2020,AL,10,0,6684,933
9/26/2020,AR,19,0,6813,809
9/26/2020,AS,0,0,0,0
9/26/2020,AZ,35,33,10194,459
9/26/2020,CA,134,0,126286,4197
9/26/2020,CO,5,25,9218,709
9/26/2020,CT,0,0,0,0
9/26/2020,DC,1,0,4341,52
9/26/2020,DE,2,0,954,71
9/26/2020,FL,107,171,26218,2795
9/26/2020,GA,40,118,23502,1359
9/26/2020,GU,2,0,395,68
9/26/2020,HI,3,8,2980,132
9/26/2020,IA,4,0,5018,899
9/26/2020,ID,1,29,1772,523
9/26/2020,IL,25,0,62776,2441
9/26/2020,IN,11,58,7786,1142
9/26/2020,KS,0,0,0,0
9/26/2020,KY,5,46,29298,970
9/26/2020,LA,0,0,0,0
9/26/2020,MA,18,18,13795,569
9/26/2020,MD,8,54,11203,613
9/26/2020,ME,0,1,0,25
9/26/2020,MI,17,0,39749,996
9/26/2020,MN,10,52,16056,1470
9/26/2020,MO,69,0,14288,1716
9/26/2020,MP,0,0,0,0
9/26/2020,MS,17,0,3682,645
9/26/2020,MT,1,9,2826,343
9/26/2020,NC,31,0,38427,1759
9/26/2020,ND,0,20,1100,495
9/26/2020,NE,6,17,2910,431
9/26/2020,NH,1,2,18150,77
9/26/2020,NJ,6,39,33107,750
9/26/2020,NM,6,18,7853,263
9/26/2020,NV,9,0,3740,602
9/26/2020,NY,4,0,98948,1005
9/26/2020,OH,6,58,37279,1115
9/26/2020,OK,11,60,17331,990
9/26/2020,OR,4,0,5498,267
9/26/2020,PA,22,0,13895,1029
9/26/2020,PR,7,0,0,508
9/26/2020,RI,3,0,3011,103
9/26/2020,SC,26,34,14959,1371
9/26/2020,SD,2,34,1608,579
9/26/2020,TN,22,51,25597,1437
9/26/2020,TX,121,0,76478,4886
9/26/2020,UT,0,34,8845,1017
9/26/2020,VA,8,29,18955,975
9/26/2020,VI,0,0,0,0
9/26/2020,VT,0,0,989,8
9/26/2020,WA,20,55,16754,988
9/26/2020,WI,7,79,9767,2902
9/26/2020,WV,2,0,6692,205
9/26/2020,WY,0,2,0,45
9/25/2020,AK,6,0,7873,261
9/25/2020,AL,-15,74,18617,2452
9/25/2020,AR,20,42,8085,897
9/25/2020,AS,0,0,0,0
9/25/2020,AZ,28,30,7092,515
9/25/2020,CA,84,0,95990,3400
9/25/2020,CO,9,10,8665,548
9/25/2020,CT,2,0,13563,115
9/25/2020,DC,2,0,5662,57
9/25/2020,DE,1,0,1320,138
9/25/2020,FL,122,172,23648,2847
9/25/2020,GA,52,132,21210,1468
9/25/2020,GU,3,0,546,23
9/25/2020,HI,2,16,0,90
9/25/2020,IA,5,0,5427,974
9/25/2020,ID,3,12,1948,491
9/25/2020,IL,33,0,67279,2805
9/25/2020,IN,18,75,8683,1171
9/25/2020,KS,11,50,9123,1366
9/25/2020,KY,12,28,17485,908
9/25/2020,LA,21,0,17825,706
9/25/2020,MA,11,13,15400,488
9/25/2020,MD,8,29,10346,559
9/25/2020,ME,0,0,6408,20
9/25/2020,MI,8,0,38448,1040
9/25/2020,MN,6,56,13128,1177
9/25/2020,MO,42,0,11647,1987
9/25/2020,MP,0,0,0,0
9/25/2020,MS,20,0,3905,722
9/25/2020,MT,5,25,4276,322
9/25/2020,NC,53,0,31284,6142
9/25/2020,ND,0,12,1087,434
9/25/2020,NE,0,12,2482,453
9/25/2020,NH,0,0,0,0
9/25/2020,NJ,6,33,26359,548
9/25/2020,NM,2,14,6730,237
9/25/2020,NV,9,0,5292,556
9/25/2020,NY,7,0,93910,908
9/25/2020,OH,19,76,38728,1150
9/25/2020,OK,12,62,12462,1276
9/25/2020,OR,3,28,11959,449
9/25/2020,PA,2,0,12927,806
9/25/2020,PR,8,0,0,1063
9/25/2020,RI,1,0,2581,-130
9/25/2020,SC,18,49,18166,1195
9/25/2020,SD,6,25,1829,457
9/25/2020,TN,42,64,31547,1910
9/25/2020,TX,97,0,47983,4633
9/25/2020,UT,4,49,8831,1411
9/25/2020,VA,23,69,19699,941
9/25/2020,VI,0,0,142,6
9/25/2020,VT,0,0,1083,7
9/25/2020,WA,-1,8,39447,536
9/25/2020,WI,9,65,12575,2629
9/25/2020,WV,5,0,6122,247
9/25/2020,WY,0,1,1071,115
9/24/2020,AK,0,0,0,0
9/24/2020,AL,18,80,6296,1053
9/24/2020,AR,17,62,9436,1086
9/24/2020,AS,0,0,0,0
9/24/2020,AZ,34,17,9983,568
9/24/2020,CA,110,0,70264,3170
9/24/2020,CO,0,28,7865,616
9/24/2020,CT,2,113,15418,157
9/24/2020,DC,0,0,4363,56
9/24/2020,DE,1,0,1755,117
9/24/2020,FL,179,188,20978,2541
9/24/2020,GA,49,154,20233,1368
9/24/2020,GU,1,0,408,28
9/24/2020,HI,2,14,2549,167
9/24/2020,IA,8,0,5579,1148
9/24/2020,ID,3,14,1646,396
9/24/2020,IL,30,0,59814,2257
9/24/2020,IN,18,76,7890,899
9/24/2020,KS,0,0,0,0
9/24/2020,KY,13,24,9152,641
9/24/2020,LA,16,0,16948,577
9/24/2020,MA,15,14,18101,481
9/24/2020,MD,7,31,8971,503
9/24/2020,ME,0,1,13887,44
9/24/2020,MI,6,0,36639,1078
9/24/2020,MN,3,32,11988,912
9/24/2020,MO,5,0,13603,1365
9/24/2020,MP,0,0,0,0
9/24/2020,MS,4,0,4311,737
9/24/2020,MT,0,49,4028,330
9/24/2020,NC,40,0,26076,1688
9/24/2020,ND,0,14,791,470
9/24/2020,NE,1,33,2774,493
9/24/2020,NH,0,4,2625,37
9/24/2020,NJ,9,37,28493,564
9/24/2020,NM,3,17,5878,197
9/24/2020,NV,8,0,3174,390
9/24/2020,NY,2,0,91998,955
9/24/2020,OH,28,74,23525,991
9/24/2020,OK,11,73,11517,1083
9/24/2020,OR,1,30,4011,362
9/24/2020,PA,17,0,13058,853
9/24/2020,PR,10,0,0,1182
9/24/2020,RI,4,12,2329,134
9/24/2020,SC,17,39,15501,1021
9/24/2020,SD,8,8,1066,463
9/24/2020,TN,35,75,15210,835
9/24/2020,TX,138,0,115839,4320
9/24/2020,UT,0,35,7919,1198
9/24/2020,VA,24,127,29537,902
9/24/2020,VI,0,0,194,12
9/24/2020,VT,0,0,924,2
9/24/2020,WA,11,35,1888,509
9/24/2020,WI,7,76,10887,2478
9/24/2020,WV,6,0,3243,202
9/24/2020,WY,0,2,1511,136
9/23/2020,AK,0,0,1952,55
9/23/2020,AL,31,94,4886,569
9/23/2020,AR,20,43,8076,982
9/23/2020,AS,0,0,0,0
9/23/2020,AZ,27,25,8774,438
9/23/2020,CA,133,0,72222,3146
9/23/2020,CO,12,43,5573,654
9/23/2020,CT,1,0,9919,155
9/23/2020,DC,0,0,1786,29
9/23/2020,DE,1,0,1138,69
9/23/2020,FL,203,172,21048,2590
9/23/2020,GA,96,259,18331,1457
9/23/2020,GU,0,0,378,45
9/23/2020,HI,0,14,1426,63
9/23/2020,IA,8,0,5735,1036
9/23/2020,ID,4,14,884,446
9/23/2020,IL,22,0,44543,1848
9/23/2020,IN,10,47,6668,711
9/23/2020,KS,21,60,6323,1267
9/23/2020,KY,5,20,147736,786
9/23/2020,LA,21,0,12419,616
9/23/2020,MA,19,21,20120,543
9/23/2020,MD,7,31,7706,385
9/23/2020,ME,0,-1,10578,25
9/23/2020,MI,16,0,33327,902
9/23/2020,MN,6,50,5840,678
9/23/2020,MO,83,0,1234,1580
9/23/2020,MP,0,0,460,0
9/23/2020,MS,24,0,3658,552
9/23/2020,MT,2,17,2939,212
9/23/2020,NC,30,0,16546,952
9/23/2020,ND,0,11,1309,473
9/23/2020,NE,9,6,2659,397
9/23/2020,NH,0,1,945,17
9/23/2020,NJ,8,45,24690,408
9/23/2020,NM,3,13,5541,107
9/23/2020,NV,10,0,2341,509
9/23/2020,NY,5,0,70265,665
9/23/2020,OH,52,78,41509,903
9/23/2020,OK,8,61,11398,1089
9/23/2020,OR,6,19,3354,190
9/23/2020,PA,39,0,12496,898
9/23/2020,PR,4,0,0,64
9/23/2020,RI,3,9,2596,133
9/23/2020,SC,19,55,17203,897
9/23/2020,SD,0,44,1341,445
9/23/2020,TN,14,75,20378,1561
9/23/2020,TX,135,0,69550,3392
9/23/2020,UT,1,34,6022,877
9/23/2020,VA,29,35,10501,580
9/23/2020,VI,0,0,152,2
9/23/2020,VT,0,0,-79,1
9/23/2020,WA,0,0,0,0
9/23/2020,WI,9,56,11691,1895
9/23/2020,WV,2,0,2791,120
9/23/2020,WY,1,0,0,153
9/22/2020,AK,0,0,2498,48
9/22/2020,AL,18,117,5453,804
9/22/2020,AR,12,69,5987,617
9/22/2020,AS,0,0,0,0
9/22/2020,AZ,20,22,9097,595
9/22/2020,CA,53,0,128643,2630
9/22/2020,CO,1,10,5633,542
9/22/2020,CT,1,0,11922,136
9/22/2020,DC,0,0,3846,43
9/22/2020,DE,1,0,1530,94
9/22/2020,FL,99,228,16612,2470
9/22/2020,GA,73,96,11682,882
9/22/2020,GU,2,0,431,43
9/22/2020,HI,0,5,1106,56
9/22/2020,IA,12,0,2939,548
9/22/2020,ID,4,8,1375,410
9/22/2020,IL,29,0,40298,1531
9/22/2020,IN,8,81,6196,599
9/22/2020,KS,0,0,0,0
9/22/2020,KY,7,24,9402,814
9/22/2020,LA,11,0,20430,752
9/22/2020,MA,11,18,8992,173
9/22/2020,MD,12,66,6041,344
9/22/2020,ME,0,2,0,40
9/22/2020,MI,16,0,19516,695
9/22/2020,MN,10,54,4016,480
9/22/2020,MO,57,0,21131,1059
9/22/2020,MP,0,0,0,0
9/22/2020,MS,36,0,5130,465
9/22/2020,MT,3,8,2476,271
9/22/2020,NC,39,0,6222,1168
9/22/2020,ND,5,22,295,264
9/22/2020,NE,10,14,1925,305
9/22/2020,NH,0,1,1247,38
9/22/2020,NJ,7,35,44040,426
9/22/2020,NM,2,17,3680,104
9/22/2020,NV,15,0,2020,262
9/22/2020,NY,4,0,83243,754
9/22/2020,OH,12,70,31941,685
9/22/2020,OK,14,100,27070,1164
9/22/2020,OR,3,24,3465,318
9/22/2020,PA,19,0,10735,834
9/22/2020,PR,4,0,0,120
9/22/2020,RI,2,11,1713,112
9/22/2020,SC,31,72,25701,2665
9/22/2020,SD,0,26,1003,320
9/22/2020,TN,28,64,11259,739
9/22/2020,TX,77,0,27414,17820
9/22/2020,UT,2,30,6258,650
9/22/2020,VA,39,21,12143,872
9/22/2020,VI,0,0,145,7
9/22/2020,VT,0,0,600,2
9/22/2020,WA,33,52,3698,645
9/22/2020,WI,7,73,10865,1739
9/22/2020,WV,5,0,2940,213
9/22/2020,WY,0,6,637,72
9/21/2020,AK,0,0,1649,71
9/21/2020,AL,2,260,4746,818
9/21/2020,AR,16,19,6944,641
9/21/2020,AS,0,0,0,0
9/21/2020,AZ,2,2,6805,233
9/21/2020,CA,31,0,146330,3294
9/21/2020,CO,0,6,6506,501
9/21/2020,CT,3,0,45121,497
9/21/2020,DC,1,0,2577,23
9/21/2020,DE,6,0,1691,101
9/21/2020,FL,21,94,16486,1685
9/21/2020,GA,2,17,18857,1184
9/21/2020,GU,1,0,366,30
9/21/2020,HI,0,4,1492,77
9/21/2020,IA,9,0,2656,660
9/21/2020,ID,2,7,2114,244
9/21/2020,IL,7,0,36757,1477
9/21/2020,IN,6,41,6183,522
9/21/2020,KS,4,35,8268,1674
9/21/2020,KY,1,25,9817,375
9/21/2020,LA,9,0,6550,243
9/21/2020,MA,7,8,10579,256
9/21/2020,MD,4,52,7741,412
9/21/2020,ME,1,1,1227,27
9/21/2020,MI,12,0,50623,1575
9/21/2020,MN,4,36,8537,925
9/21/2020,MO,12,0,5588,1463
9/21/2020,MP,0,0,0,1
9/21/2020,MS,0,108,3551,192
9/21/2020,MT,3,6,8319,130
9/21/2020,NC,4,0,11921,800
9/21/2020,ND,9,7,970,286
9/21/2020,NE,0,0,2170,286
9/21/2020,NH,0,1,1836,5
9/21/2020,NJ,2,5,0,392
9/21/2020,NM,2,6,5376,67
9/21/2020,NV,0,0,1376,232
9/21/2020,NY,1,0,57746,573
9/21/2020,OH,8,56,30008,856
9/21/2020,OK,2,53,0,1101
9/21/2020,OR,3,39,2535,194
9/21/2020,PA,23,0,8849,234
9/21/2020,PR,1,0,0,638
9/21/2020,RI,3,0,711,52
9/21/2020,SC,13,41,11107,416
9/21/2020,SD,0,9,497,173
9/21/2020,TN,15,40,11385,895
9/21/2020,TX,24,0,19157,9853
9/21/2020,UT,1,26,3264,622
9/21/2020,VA,6,79,16030,627
9/21/2020,VI,0,0,0,0
9/21/2020,VT,0,0,840,4
9/21/2020,WA,0,14,13167,349
9/21/2020,WI,2,39,5525,1296
9/21/2020,WV,2,0,5095,117
9/21/2020,WY,0,4,1627,73
9/20/2020,AK,0,0,3982,93
9/20/2020,AL,0,0,4918,798
9/20/2020,AR,8,4,16197,563
9/20/2020,AS,0,0,0,0
9/20/2020,AZ,9,-6,10298,467
9/20/2020,CA,75,0,175007,4265
9/20/2020,CO,0,10,7227,606
9/20/2020,CT,0,0,0,0
9/20/2020,DC,1,0,4214,53
9/20/2020,DE,0,0,1593,117
9/20/2020,FL,9,81,24014,2521
9/20/2020,GA,3,39,14299,1134
9/20/2020,GU,0,0,0,0
9/20/2020,HI,0,26,0,109
9/20/2020,IA,1,0,3883,621
9/20/2020,ID,3,10,1445,288
9/20/2020,IL,14,0,46609,1402
9/20/2020,IN,3,52,8579,746
9/20/2020,KS,0,0,0,0
9/20/2020,KY,3,0,0,436
9/20/2020,LA,26,0,31077,936
9/20/2020,MA,15,8,17059,359
9/20/2020,MD,3,0,10260,412
9/20/2020,ME,0,0,2907,44
9/20/2020,MI,0,0,0,0
9/20/2020,MN,2,39,10784,1296
9/20/2020,MO,2,0,8556,1328
9/20/2020,MP,0,0,0,6
9/20/2020,MS,1,0,0,277
9/20/2020,MT,1,3,1837,136
9/20/2020,NC,8,0,32465,1333
9/20/2020,ND,0,7,1402,351
9/20/2020,NE,0,0,2955,410
9/20/2020,NH,0,0,1642,27
9/20/2020,NJ,3,10,59961,453
9/20/2020,NM,6,15,6331,162
9/20/2020,NV,3,0,4113,385
9/20/2020,NY,2,0,99493,862
9/20/2020,OH,3,23,35840,762
9/20/2020,OK,3,0,0,1003
9/20/2020,OR,1,0,1957,202
9/20/2020,PA,25,0,12052,733
9/20/2020,PR,3,0,0,845
9/20/2020,RI,3,6,1705,82
9/20/2020,SC,11,30,8862,468
9/20/2020,SD,2,20,880,252
9/20/2020,TN,2,43,37964,2075
9/20/2020,TX,45,0,27846,2466
9/20/2020,UT,0,17,5295,920
9/20/2020,VA,25,11,14606,856
9/20/2020,VI,0,0,331,27
9/20/2020,VT,0,0,1090,5
9/20/2020,WA,0,33,17773,597
9/20/2020,WI,1,34,6655,1735
9/20/2020,WV,2,0,4638,180
9/20/2020,WY,0,1,0,91
9/19/2020,AK,0,0,4470,87
9/19/2020,AL,9,0,8256,1301
9/19/2020,AR,0,31,0,1078
9/19/2020,AS,0,0,0,0
9/19/2020,AZ,16,17,10231,609
9/19/2020,CA,100,0,162396,4304
9/19/2020,CO,2,20,8023,605
9/19/2020,CT,0,0,0,0
9/19/2020,DC,0,0,3709,50
9/19/2020,DE,1,0,990,83
9/19/2020,FL,63,143,26720,3573
9/19/2020,GA,62,135,31153,2284
9/19/2020,GU,1,0,262,43
9/19/2020,HI,13,15,10299,137
9/19/2020,IA,4,0,4897,847
9/19/2020,ID,4,19,2173,470
9/19/2020,IL,25,0,71757,2529
9/19/2020,IN,8,56,10101,1076
9/19/2020,KS,0,0,0,0
9/19/2020,KY,7,24,1947,978
9/19/2020,LA,0,0,0,0
9/19/2020,MA,26,23,20729,599
9/19/2020,MD,7,49,13255,682
9/19/2020,ME,1,2,6733,30
9/19/2020,MI,15,0,32852,587
9/19/2020,MN,13,33,11644,914
9/19/2020,MO,13,0,10857,1387
9/19/2020,MP,0,0,0,0
9/19/2020,MS,29,0,68302,1152
9/19/2020,MT,10,12,1993,292
9/19/2020,NC,28,0,20771,1229
9/19/2020,ND,0,11,932,377
9/19/2020,NE,0,13,2954,466
9/19/2020,NH,0,0,1155,59
9/19/2020,NJ,3,24,0,461
9/19/2020,NM,5,7,5645,151
9/19/2020,NV,4,0,3762,323
9/19/2020,NY,2,0,109458,986
9/19/2020,OH,4,63,34639,951
9/19/2020,OK,4,88,16047,1237
9/19/2020,OR,4,0,4231,257
9/19/2020,PA,22,0,13475,1162
9/19/2020,PR,6,0,0,1309
9/19/2020,RI,3,12,2283,178
9/19/2020,SC,11,39,10939,922
9/19/2020,SD,2,22,1148,369
9/19/2020,TN,20,53,22803,942
9/19/2020,TX,135,0,114548,3827
9/19/2020,UT,3,33,7136,1077
9/19/2020,VA,41,71,34167,953
9/19/2020,VI,0,0,0,0
9/19/2020,VT,0,0,697,4
9/19/2020,WA,0,0,0,0
9/19/2020,WI,3,50,10189,2403
9/19/2020,WV,11,0,6162,191
9/19/2020,WY,0,2,0,33
9/18/2020,AK,1,0,2314,116
9/18/2020,AL,27,148,7036,1106
9/18/2020,AR,7,36,10390,871
9/18/2020,AS,0,0,0,0
9/18/2020,AZ,42,44,8155,1282
9/18/2020,CA,91,0,93519,3630
9/18/2020,CO,6,39,6860,459
9/18/2020,CT,4,0,13734,141
9/18/2020,DC,0,0,5738,62
9/18/2020,DE,1,0,1422,48
9/18/2020,FL,140,190,24084,3204
9/18/2020,GA,63,149,20227,1834
9/18/2020,GU,2,0,371,29
9/18/2020,HI,4,18,3670,159
9/18/2020,IA,9,0,5410,1183
9/18/2020,ID,5,24,1791,396
9/18/2020,IL,23,0,59798,2223
9/18/2020,IN,17,53,10751,1037
9/18/2020,KS,10,55,9108,1415
9/18/2020,KY,8,26,12408,758
9/18/2020,LA,29,0,21817,979
9/18/2020,MA,9,18,21786,454
9/18/2020,MD,8,62,9982,543
9/18/2020,ME,0,1,13003,43
9/18/2020,MI,-1,0,32521,778
9/18/2020,MN,8,41,14206,1085
9/18/2020,MO,23,0,10004,1795
9/18/2020,MP,0,0,0,0
9/18/2020,MS,0,0,0,0
9/18/2020,MT,3,6,3032,224
9/18/2020,NC,27,0,33402,1443
9/18/2020,ND,0,14,1516,507
9/18/2020,NE,3,9,3222,502
9/18/2020,NH,0,0,1961,47
9/18/2020,NJ,4,25,25611,487
9/18/2020,NM,4,19,7609,158
9/18/2020,NV,18,0,3517,501
9/18/2020,NY,10,0,88937,790
9/18/2020,OH,28,62,33761,1011
9/18/2020,OK,9,57,13131,1249
9/18/2020,OR,0,15,3506,492
9/18/2020,PA,21,0,11530,760
9/18/2020,PR,11,0,0,817
9/18/2020,RI,3,7,2148,132
9/18/2020,SC,19,58,22945,872
9/18/2020,SD,5,15,1792,389
9/18/2020,TN,32,84,36106,2357
9/18/2020,TX,123,0,96203,3422
9/18/2020,UT,0,43,7442,1117
9/18/2020,VA,29,71,8481,1242
9/18/2020,VI,0,0,171,4
9/18/2020,VT,0,0,903,1
9/18/2020,WA,6,19,13219,404
9/18/2020,WI,7,47,10534,2580
9/18/2020,WV,3,0,4597,253
9/18/2020,WY,0,4,760,95
9/17/2020,AK,0,0,7193,106
9/17/2020,AL,9,137,3472,670
